old_url,new_url,http_status,path_changed,source,notes
https://sweet-home.co.il/,https://sweethome-immobilien.de/,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/berlin-mieter-belegte-einstiegsstrategie,https://sweethome-immobilien.de/berlin-mieter-belegte-einstiegsstrategie,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/berlin-tenant-occupied-entry-strategy,https://sweethome-immobilien.de/en/berlin-tenant-occupied-entry-strategy,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties?country=Germany&city=Berlin,https://sweethome-immobilien.de/properties?country=Germany&city=Berlin,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/blog?page=2,https://sweethome-immobilien.de/blog?page=2,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/blog?page=1,https://sweethome-immobilien.de/blog?page=1,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/de/about,https://sweethome-immobilien.de/de/about,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/de/en/about,https://sweethome-immobilien.de/de/en/about,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/es/about,https://sweethome-immobilien.de/es/about,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/lang/es,https://sweethome-immobilien.de/lang/es,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/sitemap.xml,https://sweethome-immobilien.de/sitemap.xml,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/robots.txt,https://sweethome-immobilien.de/robots.txt,301,no,phase4-sample,1:1 host swap; path+query preserved
https://sweet-home.co.il/privacy,https://sweethome-immobilien.de/privacy,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/terms,https://sweethome-immobilien.de/terms,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/cookies,https://sweethome-immobilien.de/cookies,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/services,https://sweethome-immobilien.de/services,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/owners,https://sweethome-immobilien.de/owners,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/about,https://sweethome-immobilien.de/en/about,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/contact,https://sweethome-immobilien.de/en/contact,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/projects,https://sweethome-immobilien.de/en/projects,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/properties,https://sweethome-immobilien.de/en/properties,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/blog,https://sweethome-immobilien.de/en/blog,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/privacy,https://sweethome-immobilien.de/en/privacy,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/terms,https://sweethome-immobilien.de/en/terms,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/cookies,https://sweethome-immobilien.de/en/cookies,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/services,https://sweethome-immobilien.de/en/services,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/owners,https://sweethome-immobilien.de/en/owners,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/villa-kaufen-dubai,https://sweethome-immobilien.de/villa-kaufen-dubai,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/villas-for-sale-cyprus,https://sweethome-immobilien.de/en/villas-for-sale-cyprus,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/for-sale/germany,https://sweethome-immobilien.de/properties/for-sale/germany,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/for-sale/germany/berlin,https://sweethome-immobilien.de/properties/for-sale/germany/berlin,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/for-sale/uae,https://sweethome-immobilien.de/properties/for-sale/uae,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/for-sale/uae/dubai,https://sweethome-immobilien.de/properties/for-sale/uae/dubai,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/for-sale/cyprus,https://sweethome-immobilien.de/properties/for-sale/cyprus,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/for-sale/cyprus/paphos,https://sweethome-immobilien.de/properties/for-sale/cyprus/paphos,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/properties/for-sale/germany,https://sweethome-immobilien.de/en/properties/for-sale/germany,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/properties/for-sale/germany/berlin,https://sweethome-immobilien.de/en/properties/for-sale/germany/berlin,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/properties/for-sale/uae,https://sweethome-immobilien.de/en/properties/for-sale/uae,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/properties/for-sale/uae/dubai,https://sweethome-immobilien.de/en/properties/for-sale/uae/dubai,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/properties/for-sale/cyprus,https://sweethome-immobilien.de/en/properties/for-sale/cyprus,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/en/properties/for-sale/cyprus/paphos,https://sweethome-immobilien.de/en/properties/for-sale/cyprus/paphos,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/wohnung-kaufen-charlottenburg,https://sweethome-immobilien.de/wohnung-kaufen-charlottenburg,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/wohnung-kaufen-friedrichshain-kreuzberg,https://sweethome-immobilien.de/wohnung-kaufen-friedrichshain-kreuzberg,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/wohnung-kaufen-schoeneberg,https://sweethome-immobilien.de/wohnung-kaufen-schoeneberg,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/wohnung-kaufen-prenzlauer-berg,https://sweethome-immobilien.de/wohnung-kaufen-prenzlauer-berg,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/wohnung-kaufen-wedding,https://sweethome-immobilien.de/wohnung-kaufen-wedding,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/wohnung-kaufen-tempelhof,https://sweethome-immobilien.de/wohnung-kaufen-tempelhof,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/wohnung-kaufen-neukoelln,https://sweethome-immobilien.de/wohnung-kaufen-neukoelln,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/wohnung-kaufen-reinickendorf,https://sweethome-immobilien.de/wohnung-kaufen-reinickendorf,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/wohnung-kaufen-kreuzberg,https://sweethome-immobilien.de/wohnung-kaufen-kreuzberg,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/wohnung-kaufen-spandau,https://sweethome-immobilien.de/wohnung-kaufen-spandau,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/1-zimmer-wohnung-in-top-lage-nahe-kadewe-bezgsfrei-ab-01062026,https://sweethome-immobilien.de/properties/1-zimmer-wohnung-in-top-lage-nahe-kadewe-bezgsfrei-ab-01062026,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/bezugsfreie-altbauwohnung-mit-charme-im-beliebten-stephankiez-3-zimmer-lichtdurchflutet,https://sweethome-immobilien.de/properties/bezugsfreie-altbauwohnung-mit-charme-im-beliebten-stephankiez-3-zimmer-lichtdurchflutet,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/charmante-4-zimmer-altbauwohnung-mit-loggia-in-moabit-bezugsfreie,https://sweethome-immobilien.de/properties/charmante-4-zimmer-altbauwohnung-mit-loggia-in-moabit-bezugsfreie,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/3-bedroom-villa-amore-hills-by-medousa-developers,https://sweethome-immobilien.de/properties/3-bedroom-villa-amore-hills-by-medousa-developers,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/4-bedroom-villa-amore-hills-by-medousa-developers,https://sweethome-immobilien.de/properties/4-bedroom-villa-amore-hills-by-medousa-developers,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/3-zimmer-wohnungen-ab-230000-euro-als-attraktive-kapitalanlage,https://sweethome-immobilien.de/properties/3-zimmer-wohnungen-ab-230000-euro-als-attraktive-kapitalanlage,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/3-zimmer-wohnung-in-moabit-mit-balkon-kapitalanlage,https://sweethome-immobilien.de/properties/3-zimmer-wohnung-in-moabit-mit-balkon-kapitalanlage,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/bezugsfrei-geraumige-4-zimmer-wohnung-in-moabit,https://sweethome-immobilien.de/properties/bezugsfrei-geraumige-4-zimmer-wohnung-in-moabit,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/grosszugige-98-m-3-zimmer-wohnung-in-berlin-moabit-attraktive-kapitalanlage-mit-eigenbedarfsperspektive,https://sweethome-immobilien.de/properties/grosszugige-98-m-3-zimmer-wohnung-in-berlin-moabit-attraktive-kapitalanlage-mit-eigenbedarfsperspektive,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/charmante-3-zimmer-altbauwohnung-sichere-kapitalanlage,https://sweethome-immobilien.de/properties/charmante-3-zimmer-altbauwohnung-sichere-kapitalanlage,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/attraktive-3-zimmer-altbauwohnung-als-kapitalanlage-in-berlin-moabit-vermietet,https://sweethome-immobilien.de/properties/attraktive-3-zimmer-altbauwohnung-als-kapitalanlage-in-berlin-moabit-vermietet,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/grosszugige-4-zimmer-wohnung-in-berlin-spandau-ideal-zur-eigennutzung,https://sweethome-immobilien.de/properties/grosszugige-4-zimmer-wohnung-in-berlin-spandau-ideal-zur-eigennutzung,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/top-kapitalanlage-in-weissensee,https://sweethome-immobilien.de/properties/top-kapitalanlage-in-weissensee,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/charmante-altbauwohnung-mit-renovierungspotenzial-in-berlin-neukolln-2-zimmer-62-m,https://sweethome-immobilien.de/properties/charmante-altbauwohnung-mit-renovierungspotenzial-in-berlin-neukolln-2-zimmer-62-m,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/3-room-apartment-for-sale-suitable-for-owner-occupation-or-as-an-investment,https://sweethome-immobilien.de/properties/3-room-apartment-for-sale-suitable-for-owner-occupation-or-as-an-investment,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/charmante-2-zimmer-wohnung-mit-balkon-in-berlin-helle-raumaufteilung-and-attraktives-investment,https://sweethome-immobilien.de/properties/charmante-2-zimmer-wohnung-mit-balkon-in-berlin-helle-raumaufteilung-and-attraktives-investment,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/vermietete-2-zimmer-altbauwohnung-in-berlin-charlottenburg-attraktive-kapitalanlage,https://sweethome-immobilien.de/properties/vermietete-2-zimmer-altbauwohnung-in-berlin-charlottenburg-attraktive-kapitalanlage,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/vermietete-kapitalanlage-in-berlin-charlottenburg-7958-m-altbauwohnung-mit-fernwarme,https://sweethome-immobilien.de/properties/vermietete-kapitalanlage-in-berlin-charlottenburg-7958-m-altbauwohnung-mit-fernwarme,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-zimmer-erdgeschosswohnung-mit-vielseitigem-nutzungspotenzial,https://sweethome-immobilien.de/properties/2-zimmer-erdgeschosswohnung-mit-vielseitigem-nutzungspotenzial,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/3-bedroom-villa-aurelia-homes-by-medousa-developers,https://sweethome-immobilien.de/properties/3-bedroom-villa-aurelia-homes-by-medousa-developers,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/attraktive-3-zimmer-wohnung-mit-balkon-aufzug-in-berlin-moabit-kapitalanlage-oder-eigennutzung,https://sweethome-immobilien.de/properties/attraktive-3-zimmer-wohnung-mit-balkon-aufzug-in-berlin-moabit-kapitalanlage-oder-eigennutzung,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/optimal-geschnittene-3-zi-whg-in-prenzlauer-bergkeine-sperrfrist,https://sweethome-immobilien.de/properties/optimal-geschnittene-3-zi-whg-in-prenzlauer-bergkeine-sperrfrist,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/grosse-2-zimmer-wohnung-mit-balkon,https://sweethome-immobilien.de/properties/grosse-2-zimmer-wohnung-mit-balkon,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/large-2-room-apartment-in-moabit-available-for-owner-occupancy-from-2030,https://sweethome-immobilien.de/properties/large-2-room-apartment-in-moabit-available-for-owner-occupancy-from-2030,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-rooms-apartment-with-balcony-in-alt-wittenau-empty-from-122026,https://sweethome-immobilien.de/properties/2-rooms-apartment-with-balcony-in-alt-wittenau-empty-from-122026,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-room-apartment-near-charlottenburg-palace-self-occupancy-possible,https://sweethome-immobilien.de/properties/2-room-apartment-near-charlottenburg-palace-self-occupancy-possible,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/25-room-apartment-on-the-top-floor-in-kreuzberg-suitable-for-owner-occupancy,https://sweethome-immobilien.de/properties/25-room-apartment-on-the-top-floor-in-kreuzberg-suitable-for-owner-occupancy,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/tolle-3-zimmer-wohnung-mit-balkon-und-fahrstuhl,https://sweethome-immobilien.de/properties/tolle-3-zimmer-wohnung-mit-balkon-und-fahrstuhl,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-room-apartment-near-potsdamer-platz-self-use-possible-from-2027,https://sweethome-immobilien.de/properties/2-room-apartment-near-potsdamer-platz-self-use-possible-from-2027,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/charming-studio-apartment-in-a-quiet-courtyard,https://sweethome-immobilien.de/properties/charming-studio-apartment-in-a-quiet-courtyard,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/top-geschnittene-3-zi-wohnung-eigenbedarf-ab-2029,https://sweethome-immobilien.de/properties/top-geschnittene-3-zi-wohnung-eigenbedarf-ab-2029,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-zimmer-wohnung-mit-loggia-und-tageslichtbad-we07,https://sweethome-immobilien.de/properties/2-zimmer-wohnung-mit-loggia-und-tageslichtbad-we07,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-zimmer-wohnung-mit-balkon-kapitalanlage-we12,https://sweethome-immobilien.de/properties/2-zimmer-wohnung-mit-balkon-kapitalanlage-we12,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/wieland-and-pestalozzi-by-dandh-4-room-apartment-top-floor,https://sweethome-immobilien.de/properties/wieland-and-pestalozzi-by-dandh-4-room-apartment-top-floor,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-room-apartment-am-winterfeldt-by-dandh,https://sweethome-immobilien.de/properties/2-room-apartment-am-winterfeldt-by-dandh,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/5-room-apartment-am-winterfeldt-by-dandh,https://sweethome-immobilien.de/properties/5-room-apartment-am-winterfeldt-by-dandh,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/4-room-apartment-eckert-carre-by-dandh,https://sweethome-immobilien.de/properties/4-room-apartment-eckert-carre-by-dandh,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/1-room-apartment-the-franz-by-dandh,https://sweethome-immobilien.de/properties/1-room-apartment-the-franz-by-dandh,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/3-room-apartment-by-dandh-the-franz,https://sweethome-immobilien.de/properties/3-room-apartment-by-dandh-the-franz,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/4-room-apartment-by-dandh-the-franz,https://sweethome-immobilien.de/properties/4-room-apartment-by-dandh-the-franz,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-room-apartment-by-dandh-marshall-one,https://sweethome-immobilien.de/properties/2-room-apartment-by-dandh-marshall-one,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-room-apartment-hansastrasse-16-wedding,https://sweethome-immobilien.de/properties/2-room-apartment-hansastrasse-16-wedding,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-zimmer-wohnung-im-herzen-von-charlottenburg-selbstnutzung-in-9-monaten-moglich,https://sweethome-immobilien.de/properties/2-zimmer-wohnung-im-herzen-von-charlottenburg-selbstnutzung-in-9-monaten-moglich,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/kapitalanlage-in-berlin-moabit-vermietete-2-zimmer-altbauwohnung-7629-m,https://sweethome-immobilien.de/properties/kapitalanlage-in-berlin-moabit-vermietete-2-zimmer-altbauwohnung-7629-m,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/kapitalanlage-in-berlin-prenzlauer-berg-vermietete-2-zimmer-wohnung-mit-5993-m,https://sweethome-immobilien.de/properties/kapitalanlage-in-berlin-prenzlauer-berg-vermietete-2-zimmer-wohnung-mit-5993-m,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/eigentumswohnung-mit-balkon-in-mariendorf-eigenbedarf-moglich,https://sweethome-immobilien.de/properties/eigentumswohnung-mit-balkon-in-mariendorf-eigenbedarf-moglich,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-zimmer-wohnung-charlottenburg-tiergarten,https://sweethome-immobilien.de/properties/2-zimmer-wohnung-charlottenburg-tiergarten,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/kompakte-1-zimmer-wohnung-in-berlin-kreuzberg-ideal-zur-eigennutzung,https://sweethome-immobilien.de/properties/kompakte-1-zimmer-wohnung-in-berlin-kreuzberg-ideal-zur-eigennutzung,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/attraktive-2-zimmer-eigentumswohnung-in-lichtenberg-mit-perspektive-zur-eigennutzung-ab-2030,https://sweethome-immobilien.de/properties/attraktive-2-zimmer-eigentumswohnung-in-lichtenberg-mit-perspektive-zur-eigennutzung-ab-2030,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/wohnung-in-schoneberg-potenzial-zur-eigennutzung,https://sweethome-immobilien.de/properties/wohnung-in-schoneberg-potenzial-zur-eigennutzung,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/kapitalanlage-in-friedrichshain-vermietete-wohnung,https://sweethome-immobilien.de/properties/kapitalanlage-in-friedrichshain-vermietete-wohnung,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/grosszugige-2-zimmer-wohnung-in-berlin-neukolln-or-attraktive-kapitalanlage,https://sweethome-immobilien.de/properties/grosszugige-2-zimmer-wohnung-in-berlin-neukolln-or-attraktive-kapitalanlage,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/4-bedroom-villa-aurelia-homes-by-medousa-developers,https://sweethome-immobilien.de/properties/4-bedroom-villa-aurelia-homes-by-medousa-developers,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/3-bedroom-apartment-azure-living-by-medousa-developers,https://sweethome-immobilien.de/properties/3-bedroom-apartment-azure-living-by-medousa-developers,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-bedroom-apartment-azure-living-by-medousa-developers,https://sweethome-immobilien.de/properties/2-bedroom-apartment-azure-living-by-medousa-developers,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/sanierungsbedurftige-altbauwohnung-eigennutzung-ab-2030,https://sweethome-immobilien.de/properties/sanierungsbedurftige-altbauwohnung-eigennutzung-ab-2030,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/3-zimmer-wohnung-mit-sudbalkon-in-ruhiger-lage-von-moabit-ideal-fur-eigennutzer-oder-kapitalanlegeraktuell-vermietet,https://sweethome-immobilien.de/properties/3-zimmer-wohnung-mit-sudbalkon-in-ruhiger-lage-von-moabit-ideal-fur-eigennutzer-oder-kapitalanlegeraktuell-vermietet,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/attraktive-3-zimmer-wohnung-mit-balkon-aufzug-in-berlin-moabit-eigenbedarf-moglichaktuell-vermietet,https://sweethome-immobilien.de/properties/attraktive-3-zimmer-wohnung-mit-balkon-aufzug-in-berlin-moabit-eigenbedarf-moglichaktuell-vermietet,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/3-room-apartment-in-moabit-with-balcony-investment,https://sweethome-immobilien.de/properties/3-room-apartment-in-moabit-with-balcony-investment,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/renovated-historic-apartment-in-moabit-berlin,https://sweethome-immobilien.de/properties/renovated-historic-apartment-in-moabit-berlin,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/3-zimmer-wohnung-im-erdgeschoss-in-zentraler-lage-von-moabit-ideal-zur-eigennutzung,https://sweethome-immobilien.de/properties/3-zimmer-wohnung-im-erdgeschoss-in-zentraler-lage-von-moabit-ideal-zur-eigennutzung,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/grosse-2-zimmer-wohnung-mit-balkon-kapitalanlage,https://sweethome-immobilien.de/properties/grosse-2-zimmer-wohnung-mit-balkon-kapitalanlage,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/2-zimmer-eigentumswohnung-mit-balkon-in-berlin-mitte-eigennutzung-ab-anfang-2027-moglich,https://sweethome-immobilien.de/properties/2-zimmer-eigentumswohnung-mit-balkon-in-berlin-mitte-eigennutzung-ab-anfang-2027-moglich,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/attraktive-kapitalanlage-in-berlin-prenzlauer-berg-25-zimmer-wohnung-57-m,https://sweethome-immobilien.de/properties/attraktive-kapitalanlage-in-berlin-prenzlauer-berg-25-zimmer-wohnung-57-m,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/well-maintained-condominium-in-the-quiet-rear-building-with-owner-occupation-possible-from-2030,https://sweethome-immobilien.de/properties/well-maintained-condominium-in-the-quiet-rear-building-with-owner-occupation-possible-from-2030,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/two-room-apartment-with-balcony-in-mariendorf-berlin,https://sweethome-immobilien.de/properties/two-room-apartment-with-balcony-in-mariendorf-berlin,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/helle-2-zimmer-wohnung-mit-potenzial-in-ruhiger-lage-von-neukolln-eigenbedarf-moglich,https://sweethome-immobilien.de/properties/helle-2-zimmer-wohnung-mit-potenzial-in-ruhiger-lage-von-neukolln-eigenbedarf-moglich,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/schone-2-zimmer-wohnung-im-herzen-von-moabit-eigennedarf-ab-2029-moglich,https://sweethome-immobilien.de/properties/schone-2-zimmer-wohnung-im-herzen-von-moabit-eigennedarf-ab-2029-moglich,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/charmante-altbauwohnung-in-berlin-wedding-eigennutzung-moglich,https://sweethome-immobilien.de/properties/charmante-altbauwohnung-in-berlin-wedding-eigennutzung-moglich,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/attraktive-altbauwohnung-im-erdgeschoss-eigennutzung-moglich,https://sweethome-immobilien.de/properties/attraktive-altbauwohnung-im-erdgeschoss-eigennutzung-moglich,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/altbauwohnung-in-berlin-charlottenburg-kapitalanlage-mit-wertsteigerungspotenzial,https://sweethome-immobilien.de/properties/altbauwohnung-in-berlin-charlottenburg-kapitalanlage-mit-wertsteigerungspotenzial,301,no,sitemap,1:1 host swap; path+query preserved
https://sweet-home.co.il/properties/charmante-dachgeschosswohnung-in-berlin-reinickendorf-bezugsfrei,https://sweethome-immobilien.de/properties/charmante-dachgeschosswohnung-in-berlin-reinickendorf-bezugsfrei,301,no,sitemap,1:1 host swap; path+query preserved
